מזהה,סוג,"מק""ט",שם,פורסם,"האם מומלץ?","נראות בקטלוג","תיאור קצר",תיאור,"תאריך התחלה של מחיר המבצע","תאריך סיום של מחיר המבצע","סטטוס מס","סוג מס",במלאי?,מלאי,"כמות של מלאי מועט","לאפשר הזמנות מראש?","נמכר בנפרד?","משקל (kg)","אורך (cm)","רוחב (cm)","גובה (cm)","לאפשר חוות דעת של לקוחות?","הערת רכישה","מחיר מבצע","מחיר רגיל",קטגוריות,תגיות,"סוג משלוח",תמונות,"הגבלת הורדות","ימים שנותרו לתוקף ההורדה",אב,"מוצרים מקובצים","מוצרים משודרגים","מוצרים משלימים","URL חיצוני","טקסט כפתור",מיקום,"שיוך 1 שמות","שיוך 1 ערכים","שיוך 1 פריטים מוצגים","שיוך 1 פריטים גלובליים","שיוך 1 פריטים כברירת מחדל","שיוך 2 שמות","שיוך 2 ערכים","שיוך 2 פריטים מוצגים","שיוך 2 פריטים גלובליים","שיוך 2 פריטים כברירת מחדל","שיוך 3 שמות","שיוך 3 ערכים","שיוך 3 פריטים מוצגים","שיוך 3 פריטים גלובליים","שיוך 3 פריטים כברירת מחדל"
5120,simple,,"שייקר אנטיבקטריאלי",1,0,visible,,"<b>שייקר אנטיבקטריאלי – גרמני.
\n</b>
\n
\n<b>אינו צובר ריחות ובקטריות.
\n</b>
\n
\n<b>צבע – ורוד.</b>",,,taxable,,1,,,0,0,0.5,,,,1,,,30,"תוספי תזונה > אבקת חלבון מי גבינה, תוספי תזונה > משקאות/שייקרים",,"מ-0-24 ק""ג",https://powersport.co.il/wp-content/uploads/2021/02/mini_1603107709561.jpg,,,,,,,,,876,,,,,
5122,simple,,"ספת כושר מקצועית BODYSOLID SFB-349",1,0,visible,"<strong>ספת כושר מקצועית לתרגילי לחיצות חזה כוללת כונן מבית חברת BODYSOLID.</strong>
\n
\n✔ בעלת ריפוד נעים ונוח מחומר מונע זיעה.
\n
\n✔ הספה ברמה אולימפית מתאימה גם למשקלים כבדים ביותר.
\n
\n✔ מיועדת במיוחד עבור תרגילי לחיצות חזה.","<b>מפרט המוצר:</b>
\n
\nספת כושר אולימפית מקצועית ביותר בעלת ריפודים עבים ונוחים.
\n
\nמתאימה למשקלים כבדים.
\n
\nבעלת ריפוד נעים ונוח מחומר מונע זיעה.
\n
\n&nbsp;
\n
\nספת כושר מקצועית לתרגילי לחיצות חזה כוללת כונן מבית חברת BODYSOLID.
\n
\n&nbsp;
\n
\n<b>מידות:</b>
\n
\nאורך 173 ס”מ
\n
\nרוחב 126 ס”מ
\n
\nגובה 123 ס”מ",,,taxable,,1,,,0,0,80,,,,1,,,2890,"מכשירים מקצועיים > ספות כושר מקצועיות",,,https://powersport.co.il/wp-content/uploads/2021/02/mini_16031835384703.jpg,,,,,,,,,66,,,,,
5124,simple,,"שק איגרוף 125 ס""מ | YORK",1,0,visible,"<b>שקי איגרוף מבית YORK הינם איכותיים ועמידים ביותר ומיוצרים על פי סטנדרטים גבוהים במיוחד
\n</b>
\n
\n<b>על מנת לאפשר למתאמן את האימון היעיל ביותר למטרות שיפור כוח, כושר גופני, שריפת קלוריות, אומנויות לחימה, פיט-בוקס וכדומה.</b>","&nbsp;
\n
\n&nbsp;
\n
\n✔ שק איגרוף דמוי עור.
\n
\n✔ מילוי ספוג דחוס ורצועות בד.
\n
\n✔ שרשרת ברזל מסיבית לתלייה.
\n
\n<b>שקי איגרוף מבית YORK הינם איכותיים ועמידים ביותר ומיוצרים על פי סטנדרטים גבוהים במיוחד
\n</b>
\n
\n<b>על מנת לאפשר למתאמן את האימון היעיל ביותר למטרות שיפור כוח, כושר גופני, שריפת קלוריות, אומנויות לחימה, פיט-בוקס וכדומה.</b>
\n<ul>
\n 	<li>שק איגרוף דמוי עור.</li>
\n 	<li>שק איכותי וחזק לאימוני כושר ו/או אומנויות לחימה למיניהן.</li>
\n 	<li>עשוי עור סינטטי עבה וחזק במיוחד.</li>
\n 	<li>מילוי ספוג דחוס ורצועות בד.</li>
\n 	<li>שרשרת ברזל מסיבית לתלייה.</li>
\n 	<li>אורך: 125ס”מ.</li>
\n 	<li>משקל השק:42 ק”ג.</li>
\n 	<li>קוטר: 38 ס”מ.</li>
\n</ul>",,,taxable,,1,,,0,0,1,,,,1,,,789,"ציוד ספורט > איגרוף UFC / MMA",,"מ-25-49 ק""ג",https://powersport.co.il/wp-content/uploads/2021/02/mini_16036117601517.jpg,,,,,,,,,844,,,,,
5132,variable,,"ספת מקצועית אולימפית דגם  BODYSOLID",1,0,visible,"ספה מקצועית מתכוננת דגם BODY SOLID
\n
\n✔ הספה משלבת מגוון רחב של תרגילי ידיים, כתפיים, חזה, בטן ורגליים.
\n✔ זווית הספה מתכווננת מזווית שלילית ועד זווית של 90 מעלות לתרגילי כתפיים.
\n✔ כני המוט מתכווננים בקלות ע”י פין קפיצי.
\n
\nמידות הספה:
\nאורך 190 ס""מ
\nרוחב:116 ס""מ","<h2>תיאור המוצר</h2>
\nספת קומבו מקצועית אולימפית לחדרי כושר או לבית פרטי מבית חברת BODYSOLID.
\n
\nהספה משלבת מגוון רחב של תרגילי ידיים, כתפיים, חזה, בטן ורגליים.
\n
\nזווית הספה מתכווננת מזווית שלילית ועד זווית של 90 מעלות לתרגילי כתפיים.
\n
\nכני המוט מתכווננים בקלות ע”י פין קפיצי.
\n
\nמגיעה ללא מוט וללא משקולות.
\n
\n&nbsp;
\n
\n""ייתכנו שינויים במחיר ההובלה לפי תנאי האספקה
\n
\n&nbsp;",,,taxable,,1,,,0,0,80,,,,1,,,,"מכשירים מקצועיים > ספות כושר מקצועיות",,,https://powersport.co.il/wp-content/uploads/2021/02/mini_16032706807193.jpg,,,,,,,,,63,"תוספת הרכבה","ללא הרכבה, תוספת הרכבה 100 ש""ח",1,0,"ללא הרכבה"
5134,simple,,"ידית בד לקרוס/למולטי טריינר",1,0,visible,,"<b>ידית למולטי טריינר המיועדת לעבודה במשקלים כבדים
\n</b>
\n
\n✔ הידית עשויה מבד, עם כיוון אורך הידית.
\n
\n✔ לאחיזה נוחה ולמניעת איבוד האחיזה.
\n
\n✔ מבטיחה שליטה מרבית בתנועה.",,,taxable,,1,,,0,0,2,,,,1,,,75,"מכשירי כושר ביתיים > מולטי טריינר וידיות",,"מ-0-24 ק""ג",https://powersport.co.il/wp-content/uploads/2021/02/ידית-לקרוס-מבד.jpg,,,,,,,,,687,,,,,
5136,simple,,"סט משקולות בופלקס 2-24 ק”ג- Bowflex",1,0,visible,"<strong>סט משקולות בופלקס 2-24 ק”ג- Bowflex - </strong>
\n
\n<strong>משקולות בופלקס הן הפתרון המיטבי לחיסכון במקום וזמן יקר ולאימון כולל של כל המשקלים בבית או במשרד.
\nניתן להתאמן עם המשקולות בכל מקום ובכל זמן, קלות ונוחות לאיחסון.
\nמהוות חלופה ל- 30 משקוליות יד (15 זוגות).
\nעוצבו ופותחו במיוחד לאימון אפקטיבי וקל לביצוע.
\nשינוי משקל בקלות באמצעות חוגה לבחירת המשקל הרצוי.</strong>
\n
\n✔ הפתרון המיטבי לחיסכון במקום ובזמן יקר!
\n✔ שינוי המשקל נעשה באמצעות חוגה בקלות.
\n✔ אימון משקל כבד או קל ללא צורך בהחלפת משקולות.
\n✔ מהוות חלופה ל30 משקוליות יד – כ15 זוגות.","משקולות הבופלקס האוניברסליות הן הפיתרון המושלם לחיסכון בכסף ובזמן יקר עבור אימון בעל משקלים משתנים.
\n
\nמשקולות אלו מאפשרות אימון רב משקלים בבית, במשרד ובסטודיו בכל מקום ובכל זמן, בעיקר בגלל קלות ונוחות לאיחסון!
\n
\nהשינוי במשקל נעשה באמצעות חוגה לבחירת המשקל הרצוי, כוללת בתוכה 15 אפשרויות כיוונון משקל, ללא רעש החלפת הפלטות.
\n
\n&nbsp;
\n
\n&nbsp;
\n
\nכמו כן, המשקולות מגיעות יחד עם סטנד מקורי לאחסנת המשקולות. הסטנד הינו מסיבי, בטוח ונוח לאחסון.
\n
\nוכולל מדף מדיה להחזקת המשקולות.
\n
\n&nbsp;
\n
\n&nbsp;
\n
\nמידות כל משקולת: אורך 40 ס”מ, רוחב 20 ס”מ, גובה 23 ס”מ, משקל 24 ק”ג.
\n
\nפירוט המשקלים במשקולת: 2,3,4,5,7,8,9,10,11,14,16,18,20,23,24 ק”ג
\n
\n&nbsp;
\n
\n&nbsp;
\n
\n&nbsp;
\n
\n&nbsp;
\n
\n&nbsp;
\n
\n&nbsp;",,,taxable,,1,,,0,0,50,,,,1,,2290,2490,"מכשירים מקצועיים > משקולות ומוטות",,,https://powersport.co.il/wp-content/uploads/2021/02/mini_16035596136403.jpeg,,,,,,,,,313,,,,,
5142,simple,,"ספת כושר מקצועית YORK דגם 797",1,0,visible,,"<p>✔  מתכוונות בפשטות, ללא בעיה ובקלות רבה.\n</p><p>✔ בעלת ריפודים עבים וספוגים נוחים לאחיזה טובה יותר.\n</p><p>✔  מאפשרת  מצבי שיפוע רבים, שלל של תרגילים ומגוון זוויות.\n</p><p>✔ בעלת שלדה מסיבית.</p><p><br></p><h2>תיאור המוצר</h2><p>ספת כושר רב שימושית דגם 797 המתכווננת ללא בעיה, בקלות ובנוחות.\n</p><p>את המתקן קל לאחסן ומיועד בין היתר לשימוש ביתי מקצועי ומסיבי.\n</p><p>כמו כן, ספה זו בעלת ריפודים עבים המונעים החלקה וזיעה, בעלת שלדה מסיבית ומייצבי בסיס המאפשרים עבודה בשלל שיפועים ומגוון תרגילים רחב בזוויות מרובות.\n</p><p>למתקן מאחזי רגליים ולו ספוגים המאפשרים אחיזה נוחה של הרגליים ללא הרגשה של לחץ, כאב או אי נעימות.\n</p><p>המתקן מגיע יחד עם סטנד מחובר, להנחת מוט ולשימושו בשלל זוויות. משענת הגב שומרת על חוליות עמוד השדרה.\n</p><p>מתאים לתרגילים רבים בינהם: דחיקה, פושטי וכופפי מרפק, בטן, חתירה וכו’.\n</p><p>\n</p><p>שימו לב- משקל משתמש מקסימלי 140 ק”ג.</p><h2><br></h2><h2>מידות</h2><p>אורך 200 ס”מ</p><p> רוחב 82 ס”מ</p><p> גובה 145 ס”מ.\n</p><p>*לא כולל דמי הרכבה</p>",,,taxable,,1,,,0,0,80,,,,1,,,1690,"מכשירים מקצועיים > ספות כושר מקצועיות",,,https://powersport.co.il/wp-content/uploads/2021/02/mini_16032707993827.jpg,,,,,,,,,446,,,,,
5144,simple,,"שייקר פאוור",1,0,visible,,"&nbsp;
\n
\n<b>✔ נשטף בקלות ובמהירות.
\n</b>
\n
\n<b>✔ עיצוב קל לאחיזה.
\n</b>
\n
\n<b>✔ בעל פקק אטום.</b>",,,taxable,,1,,,0,0,1,,,,1,,,15,"תוספי תזונה > אבקת חלבון מי גבינה, תוספי תזונה > משקאות/שייקרים",,"מ-0-24 ק""ג",https://powersport.co.il/wp-content/uploads/2021/02/שייקר-ורוד.jpg,,,,,,,,,870,,,,,
5150,simple,,"ספת כושר אינקליין BODYSOLID",1,0,visible,,"<p>✔  ריפוד נעים ונוח מחומר מונע זיעה.\n</p><p>✔  בעלת מושב מתכוונן מתאים לכל מתאמן.\n</p><p>✔  רמה אולימפית, מתאים גם למשקלים כבדים.</p><p><br></p><p><b>מפרט המוצר</b></p><p>“ספת כושר מקצועית לעבודה בזוית חיובית אינקליין מבית חברת BODYSOLID.\n</p><p>בעלת מושב מתכוונן מתאים לכל מתאמן, ריפוד נעים ונוח מחומר מונע זיעה.\n</p><p>רמה אולימפית, מתאים גם למשקלים כבדים.\n</p><p>\n</p><p><br></p><p><b>מידות:\n</b></p><p>אורך 155 ס”מ\n</p><p>רוחב 126 ס”מ\n</p><p>גובה 157 ס”מ\n</p><p>\n</p><p><br></p><p>*ייתכנו שינויים במחיר ההובלה לפי תנאי המקום של האספקה!</p>",,,taxable,,1,,,0,0,80,,,,1,,,2290,"מכשירים מקצועיים > ספות כושר מקצועיות",,,https://powersport.co.il/wp-content/uploads/2021/02/mini_16031833888713.jpg,,,,,,,,,64,,,,,
5156,simple,,"מעמד משקולות דאמבלס GDR-363",1,0,visible,"<strong>מעמד משקולות דאמבלס GDR-363
\n</strong>
\n
\n✔ סטנד איכותי ברמת גימור גבוהה.
\n
\n✔ מיועד לאחסון דמבלס.
\n
\n✔ הפתרון המושלם לסידור המשקולות בבית או בחדר כושר.
\n
\n&nbsp;
\n
\n&nbsp;","<b>מפרט המוצר</b>
\n
\nסטנד איכותי ברמת גימור גבוהה
\n
\nמיועד לאחסון דמבלס
\n
\n&nbsp;
\n
\n<b>מידות:</b>
\n
\nאורך 51 ס”מ
\n
\nרוחב 101 ס”מ
\n
\nגובה 76 ס”מ",,,taxable,,1,,,0,0,50,,,,1,,,970,"מכשירי כושר ביתיים > סטנדים ומעמדים, מכשירים מקצועיים > סטנדים ומעמדים מקצועיים",,סטנדים,https://powersport.co.il/wp-content/uploads/2021/02/mini_16035574190849.jpg,,,,,"id:6309, id:6365, id:5957",,,,49,,,,,
5160,simple,,"מעמד למשקולות דאמבלס A84",1,0,visible,,"<p>✔  סטנד מסיבי בעל 2 קומות למשקולות דאמבלס.</p><p>✔ הסטנד מכוסה כרום מבריק למניעת שריטות ופגמים.</p><p>✔ מתאים למשקולות דאמבלס בלבד</p><p><br></p><p><br></p><p>סטנד מסיבי בעל 2 קומות למשקולות דאמבלס</p><p>הסטנד מכוסה כרום מבריק למניעת שריטות ופגמים</p><p><br></p><p><br></p><p><b>מפרט המוצר</b></p><p><b>מידות:</b></p><p>אורך 244 ס”מ</p><p>רוחב 54 ס”מ</p><p>גובה 91 ס”מ</p><p><br></p><p><br></p>",,,taxable,,1,,,0,0,0.5,,,,1,,,2999,"מכשירים מקצועיים > סטנדים ומעמדים מקצועיים",,,https://powersport.co.il/wp-content/uploads/2021/02/mini_16035570614925.jpg,,,,,,,,,533,,,,,
5164,simple,,"סטנד לעבודת משקולות חופשית דגם GPR-370",1,0,visible,"כלוב משקולות מקצועי לעבודה עם מוט חופשי, מתקן מסיבי ביותר ומתאים לעבודה במשקלים גבוהים.
\n
\nמתאים לעבודת רגליים סקווט ומתאים לכל תרגילי הלחיצה.
\n
\n✔ מסיבי ביותר ומתאים לעבודה במשקלים גבוהים.
\n
\n✔ מתאים לעבודת רגליים סקווט ומתאים לכל תרגילי הלחיצה.
\n
\n✔ מעצורי בטיחות מתכווננים למניעת נפילה.
\n
\n✔כלוב משקולות מקצועי לעבודה עם מוט חופשי.","כלוב משקולות מקצועי לעבודה עם מוט חופשי, מתקן מסיבי ביותר ומתאים לעבודה במשקלים גבוהים.
\n
\nמתאים לעבודת רגליים סקווט ומתאים לכל תרגילי הלחיצה.
\n
\nמעצורי בטיחות מתכווננים למניעת נפילה.
\n
\nהמכשיר כולל סטנדים לאחסנת צלחות אולימפיות ומתאים למוט אולימפי בלבד.
\n
\n<strong>מידות : אורך 114 ס""מ רוחב 162 ס""מ גובה 187 ס""מ </strong>",,,taxable,,1,,,0,0,100,,,,1,,,2860,"מכשירי כושר ביתיים > סטנדים ומעמדים, מכשירים מקצועיים > סטנדים ומעמדים מקצועיים",,סטנדים,https://powersport.co.il/wp-content/uploads/2021/02/mini_16031950689996.jpg,,,,,,,,,48,"סוג מכשיר",ריג,1,1,
5166,simple,,"מתקן מתח-מקבילים-בטן לקיר",1,0,visible,"<strong>מתקן מתח מקבילים ועבודת בטן לקיר מקצועי וחזק, בעל 4 נקודות אחיזה.</strong>
\n
\n✔ עבודת מתח-מקבילים-בטן.
\n✔ בעל אחיזות שונות המאפשרות עבודה בשלל סוגי מתחים.
\n✔ מתחבר ע”י 4 ווים.
\n✔ מתאים לכל אדם או ספורטאי.
\n
\nמתאים לכל אדם, ספורטאי וכ”ו המעוניינים בחיזוק פלג גוף עליון ושרירי ליבה. מתאים לחדר כושר ולשימוש ביתי.","האחיזות שונות מאפשרות לבצע מגוון של סוגי מתחים כגון: מתח צר, מתח רחב, חיטוב וחיזוק הרמות רגליים עבודת בטן תרגילי מקבילים ועוד.
\n
\nמכשיר זה מתחבר לקיר באמצעות 4 ווים ,מתהפך ועובר למצב עבודת מצח או עבודת מקבילים וההפך. עומס מרבי עד 150 ק”ג.
\n
\n<b>מפרט טכני:</b>
\n<ul>
\n 	<li>מגיע בצבע שחור.</li>
\n 	<li>מחומר פלדה.</li>
\n 	<li>מכשיר השוקל כ5 ק”ג</li>
\n 	<li>עומס מרבי: 150 ק”ג.</li>
\n 	<li>משקל כ-11 ק”ג</li>
\n 	<li>מצב מתח: רוחב 94 ס”מ,מרחק מהקיר 44 ס”מ</li>
\n 	<li>במצב מקבילים:רוחב 60 ס”מ מרחק מהקיר 73 ס”מ</li>
\n 	<li></li>
\n</ul>
